ID,Name,Description,Type,Venue,Start Date,End Date,Host Club,Rotaract Club,Club ID,Zone,Created By,Created By Email,External Partner Clubs,External Partners,Areas of Focus,Avenues of Service,Expenses,Cash Contributions,In Kind Contributions,Participants,Beneficiaries,Volunteers,Volunteer Hours,Editorial,Showcase,Featured,Cover Photo,Photos,Created At,Updated At
e094cf51-8fa8-40a5-a76a-7c13b345d4c9,Gaana Taranga – 1,"The Rotaract Club of KSSEM proudly volunteered and supported the musical cultural event “Gaana Taranga – 1”, organized by Sammilana in association with well-known Rotarians of Bengaluru. The event was held on 28th February 2026 at Dr. C. Ashwath Kala Bhavana Auditorium, NR Colony, Basavanagudi, bringing together music lovers for an evening dedicated to the timeless melodies of popular Kannada and Hindi music directors.

The program featured a vibrant orchestral performance by Srushti Brothers Orchestra, accompanied by professional sound and light arrangements by Siddhu, creating a captivating musical atmosphere. Talented singers including Kumaran Iyer, Divya Raghavan, Shruti Raghavendran, Bearded Narsi, Roopa Gururaj, Ainchor, and Arun Gorur delivered soulful renditions of evergreen songs, celebrating the works of legendary music composers.

Several prominent Rotary Clubs of Bengaluru extended their support to the event, with Rotary Bangalore Vidyapeeta and Rotary Bengaluru Gandhadagudi serving as lead clubs, alongside multiple supporting Rotary clubs that came together to make the program a grand success.

Rotaractors of the Rotaract Club of KSSEM actively volunteered during the event, assisting in coordination, audience management, and overall event support. Their dedication and teamwork ensured the smooth conduct of the program and contributed to creating a welcoming and well-organized environment for attendees.",COLLABORATION_WITH_SPONSORED_CLUB,"Dr. C. Ashwath Kala Bhavana Auditorium, NR Colony, Basavanagudi",28/02/2026,28/02/2026,,KSSEM,213238,Zone Ashwa,Manoj B,manojbkssem@gmail.com,,,,"Public Image, Club Service",0,0,0,150,150,12,462,Yes,Yes,No,https://media.3191-2525.clubstack.tixora.space/uploads/5f9-ruuYSkDhUfLfRga14.jpeg,https://media.3191-2525.clubstack.tixora.space/uploads/oQQuEXb47Y-MflS1h4jVd.jpeg | https://media.3191-2525.clubstack.tixora.space/uploads/HV5t-vA1euZ4or7MV9mhx.jpeg | https://media.3191-2525.clubstack.tixora.space/uploads/W-1_7Ai-rH4ZmIM2VjS4s.jpeg | https://media.3191-2525.clubstack.tixora.space/uploads/0AtVJLqlCE6MY9rK7mdc2.jpeg | https://media.3191-2525.clubstack.tixora.space/uploads/ipxCoU4hYzMuBUXetppeV.jpeg,2026-03-07T14:09:44.376Z,2026-03-07T14:09:44.376Z
8f6a53c9-7922-4b90-ace0-5e8fd35ac59e,Peace Begins in Behaviour,"The Rotaract Club of Delhi Pegasus, RID 3012, in collaboration with Elysium – The District Mental Health Team, successfully organized an insightful session titled “Peace Begins in Behaviour” under the Rotary Focus Area of Peace Building & Conflict Resolution on 25th February 2026 from 7:00 PM to 8:00 PM via Google Meet.
The session was conducted by Snehal Gautam, an Organizational Psychologist, who delivered a thoughtful and engaging presentation on understanding conflict, improving communication, and fostering peaceful interactions in everyday life. The session aimed to help participants recognize how individual behaviour and emotional awareness play a crucial role in resolving conflicts and building harmonious relationships.
During the session, Snehal Gautam emphasized that peace is not the absence of conflict but the ability to handle conflicts constructively. She introduced participants to different ways individuals respond during conflicts, such as avoiding the situation, confronting it immediately, overthinking privately, or trying to resolve it for everyone. Through this, participants were encouraged to reflect on their own conflict-handling styles.
A key highlight of the session was the discussion on Active Listening and Reflective Listening. Participants learned how active listening focuses on understanding the words being spoken, while reflective listening goes deeper by recognizing the emotions behind those words. Snehal explained how responding with empathy and curiosity instead of judgment can significantly improve communication and relationships.
The session also explored the importance of shifting from judgmental thinking to curiosity and empathy. Through relatable examples, participants were encouraged to understand that people may behave differently due to their emotions, perspectives, or circumstances, and approaching situations with empathy can lead to more peaceful resolutions.
The interactive nature of the session encouraged participants to reflect on their own behaviour patterns, communication styles, and reactions during conflicts. Attendees actively engaged in discussions and gained practical insights on how to apply these concepts in personal relationships, teamwork, and leadership roles.
Overall, “Peace Begins in Behaviour” proved to be a meaningful and impactful session that inspired participants to practice empathy, listen more mindfully, and approach conflicts with understanding and emotional intelligence, thereby contributing to a more peaceful and supportive environment.",JOINT_INITIATIVE,Online (G-Meet),25/02/2026,25/02/2026,"Rotaract Club of Delhi Pegasus, RID 3012",KSSEM,213238,Zone Ashwa,Manoj B,manojbkssem@gmail.com,,,"Promoting Peace, Supporting Education","International Service, Professional Development, Club Service",0,0,0,50,50,4,54,Yes,Yes,No,https://media.3191-2525.clubstack.tixora.space/uploads/aWdJM0eFmUjQRhz6iV3br.jpeg,https://media.3191-2525.clubstack.tixora.space/uploads/j_vIq-0LSSRDa_IOgfmi9.jpeg | https://media.3191-2525.clubstack.tixora.space/uploads/wSn8fFN29uErcwakumC2B.jpeg | https://media.3191-2525.clubstack.tixora.space/uploads/eTIO41it5v_EHz0WDojKI.jpeg | https://media.3191-2525.clubstack.tixora.space/uploads/nyKiVDApMX6R3FdVKlSgb.jpeg | https://media.3191-2525.clubstack.tixora.space/uploads/VH2fpPw7XZVcE-AdDnBTf.jpeg,2026-03-07T13:58:21.363Z,2026-03-07T13:58:21.363Z
c3622b3e-12c1-44a3-8603-bc51a5cddc4a,Sparsha – District Initiative,"The Rotaract Club of KSSEM participated in Sparsha – District Initiative, a compassionate community service activity organized in collaboration with Rotaract District 3191. The event was conducted at Kalajyothi Ashrama, Nagadevanahalli, Bangalore, focusing on supporting specially-abled individuals residing in the ashram.

As part of this initiative, *25 blankets were donated* to the specially-abled residents to provide warmth, comfort, and care. The activity aimed to spread kindness and extend support to those in need while strengthening the spirit of humanitarian service among Rotaractors.

Through this meaningful initiative, the members of the Rotaract Club of KSSEM contributed to making a small yet impactful difference in the lives of the residents. The event highlighted the importance of empathy, social responsibility, and collective service towards building a more inclusive and supportive community.",JOINT_INITIATIVE,"Kalajyothi Ashrama, Nagadevanahalli, Bangalore",01/02/2026,01/02/2026,,KSSEM,213238,Zone Ashwa,Manoj B,manojbkssem@gmail.com,,,"Saving Mothers and Children, Fighting Disease","Community Service, Public Relations",0,0,0,38,25,13,127,No,Yes,No,https://media.3191-2525.clubstack.tixora.space/uploads/X4xjoFAvOaOha0djgb2re.jpeg,https://media.3191-2525.clubstack.tixora.space/uploads/JXUlJnF4rsxjJ5ETF6mny.jpeg | https://media.3191-2525.clubstack.tixora.space/uploads/X2OqdazuY-gR6Po8d-mM_.jpeg | https://media.3191-2525.clubstack.tixora.space/uploads/i_DC2t2lzJ3v7XYGuweTr.jpeg,2026-03-07T13:46:53.794Z,2026-03-07T13:46:53.794Z
256adf99-9314-43f5-96e0-d748bb21148c,Little Hearts Warm Hugs,"The Rotaract Club of KSSEM successfully organized a heartwarming community service initiative titled “Little Hearts Warm Hugs” on 1st February 2026 at Praja Kirana Seva Charitable Trust (R). The event was conducted with the objective of spreading warmth, joy, and care among children residing at the orphanage while creating a meaningful day filled with smiles and memorable moments.

As part of the initiative, the Rotaractors visited the orphanage and donated sweaters to 30 children, ensuring that the young hearts were provided with warmth and comfort during the colder days. The donation symbolized not only material support but also the club’s commitment to serving the community with compassion and responsibility.

To make the visit more engaging and joyful, the Rotaractors organized fun-filled games and interactive activities for the children. These activities created a lively atmosphere where the children actively participated, laughed, and enjoyed spending time with the volunteers. The interaction helped build a warm connection between the Rotaractors and the children, making the day truly special for everyone involved.

Adding to the celebration, the club also distributed cakes and cookies, turning the visit into a cheerful gathering filled with happiness and excitement. The smiles and enthusiasm of the children reflected the positive impact of the initiative.

“Little Hearts Warm Hugs” stood as a beautiful reminder that small acts of kindness can create lasting happiness. Through this initiative, the Rotaract Club of KSSEM reinforced its commitment to community service, compassion, and spreading warmth to those who need it the most.",HOSTED_ACTIVITY,Praja Kirana Seva Charitable Trust (R),01/02/2026,01/02/2026,,KSSEM,213238,Zone Ashwa,Manoj B,manojbkssem@gmail.com,,,"Promoting Peace, Saving Mothers and Children","Public Image, Community Service",10000,0,0,40,30,10,210,Yes,Yes,No,https://media.3191-2525.clubstack.tixora.space/uploads/Aiw7S4IczRMZwQSgswY2o.jpeg,https://media.3191-2525.clubstack.tixora.space/uploads/RP4eMrvWHOAbVIqt_Y0zC.jpeg | https://media.3191-2525.clubstack.tixora.space/uploads/xwrr7CyU8CSu0FosdvNHA.jpeg | https://media.3191-2525.clubstack.tixora.space/uploads/zzqXi5xjGdeyLZUylbqMo.jpeg | https://media.3191-2525.clubstack.tixora.space/uploads/aUbyVYeQ33TPb4jsKbPcT.jpeg | https://media.3191-2525.clubstack.tixora.space/uploads/Pt_UjaFWOHOejr6_Fn7UE.jpeg,2026-03-07T13:42:54.596Z,2026-03-07T13:42:54.596Z
89b381cd-d891-4c27-abed-5f5c78293af8,DEAR SOLDIER – A Letter Drive,"The Rotaract Club of KSSEM, in a collaborative endeavor with the Rotaract Club of Atria Institute of Technology, successfully organized “DEAR SOLDIER – A Letter Drive,” a poignant initiative dedicated to honoring the spirit of Republic Day. The primary objective of this event was to bridge the gap between the civilian youth and the armed forces, providing a platform for students to express their profound gratitude, respect, and solidarity toward the brave personnel guarding our nation’s borders.
Adhering to a standardized format, participants were provided with official letterheads to pen their heartfelt messages, ensuring a uniform and respectful presentation. The drive witnessed enthusiastic participation, with members of the Rotaract Club of KSSEM contributing 75 handwritten letters. These letters, filled with prayers and words of appreciation, serve as a humble token of recognition for the selfless sacrifices made by the Indian Army.
Under the leadership of project coordinators Rtr. Rithika and Rtr. Hemanth Gowda S, the drive concluded with a high sense of patriotic fervor. By channelizing the emotions of the student community into written words, the event successfully reaffirmed the club's commitment to national service and social responsibility.",JOINT_INITIATIVE,"Bengaluru ",26/01/2026,27/02/2026,"Rotaract Club of Atria Institute of Technology,",KSSEM,213238,Zone Ashwa,Manoj B,manojbkssem@gmail.com,,,Promoting Peace,"International Service, Community Service",0,0,0,75,75,4,300,Yes,Yes,No,https://media.3191-2525.clubstack.tixora.space/uploads/cahSJCd_X4sIvXech-mcn.jpeg,https://media.3191-2525.clubstack.tixora.space/uploads/qN1mzrRJHHxZpm67St12w.jpeg | https://media.3191-2525.clubstack.tixora.space/uploads/njIsB3ipGGY9CQauoFKtC.jpeg | https://media.3191-2525.clubstack.tixora.space/uploads/X5EKU5EpToMSvOAdiYEBo.jpeg | https://media.3191-2525.clubstack.tixora.space/uploads/j9rh6IaDGOQe2v18q8Ger.jpeg | https://media.3191-2525.clubstack.tixora.space/uploads/k_bL1RQU6xxkaF5NtRMx4.jpeg,2026-03-07T13:34:57.307Z,2026-03-07T13:34:57.307Z
87dc87e1-4e7f-4f0d-9842-489aa5e0ae0d,Council of Presidents and Secretaries 2.0,"On 18th January 2026, the Rotaract Club of KSSEM marked its presence at COPS 2.0 – the 2nd Council of Presidents and Secretaries, held at Jyothi Nivas College. The district-level meet brought together club leaders to review progress, share avenue-wise updates, and celebrate achievements from the first half of the Rotaract year.

A key highlight of the event was the recognition segment, where the Rotaract Club of KSSEM was honoured with the Emerald Citation for Quarter 2, acknowledging the club’s consistent service, impactful initiatives, and active district participation. The recognition was received by a club representative on behalf of the entire team, symbolizing collective effort and commitment. Overall, COPS 2.0 served as a motivating platform for leadership learning, collaboration, and continued excellence.",PARTICIPATORY_ACTIVITY,"Jyothi Nivas College, Bengaluru",18/01/2026,18/01/2026,District 3191,KSSEM,213238,Zone Ashwa,Manoj B,manojbkssem@gmail.com,,,,"Community Service, Club Service, Public Relations",0,0,0,1,1,1,4,No,Yes,No,https://media.3191-2525.clubstack.tixora.space/uploads/YxOg1sQFBopcmQUjmr_qp.jpeg,https://media.3191-2525.clubstack.tixora.space/c2b4eeb3-52fc-43d2-a0ef-b7cf62e6d6f5,2026-02-07T17:11:36.063Z,2026-02-07T17:11:36.063Z
daf57d83-d64d-408f-9d63-d51e83849806,Royal Sports and Athletics Meet 2026,"The Rotaract Club of KSSEM actively participated in the Royal Sports Meet organized by Rotaract District 3191. The event promoted sportsmanship, teamwork, and healthy competition while offering members an opportunity to interact with Rotaractor's from various clubs. Overall, it was an energizing and enriching experience that strengthened fellowship and encouraged physical fitness.",PARTICIPATORY_ACTIVITY,MES Grounds Jayanagar,25/01/2026,25/01/2026,District 3191,KSSEM,213238,Zone Ashwa,Manoj B,manojbkssem@gmail.com,,,,"Club Service, Public Relations",0,0,0,3,3,3,20,No,Yes,No,https://media.3191-2525.clubstack.tixora.space/uploads/KxxDkPyubjoNmenCa2FxK.jpeg,https://media.3191-2525.clubstack.tixora.space/uploads/MmkO2-H_QfHSUuao786xI.jpeg,2026-02-07T17:08:11.377Z,2026-02-07T17:08:11.377Z
406d8c2a-1f77-49cd-a9c9-729f5a80cd65,Informative Session The Rotary Foundation & Rotary Grants,"On 28th January 2026, the District Learning Facilitator Team of Rotaract District 3191 conducted an informative online session titled “The Rotary Foundation & Rotary Grants” via Google Meet at 8:00 PM. Members of the Rotaract Club of KSSEM actively participated in the session along with Rotaractors from across the district.  The session was led by PDRR Rtr. Rohit Ajmera (RI District 3060), who provided valuable insights into the objectives and functioning of The Rotary Foundation, along with an overview of various grant types, eligibility criteria, and application procedures. He emphasized the importance of sustainability and effective fund utilization while planning impactful service projects.  The interactive discussion helped members gain clarity on project planning and grant implementation at both local and global levels. Overall, the session was highly enriching and equipped participants with practical knowledge to design meaningful, purpose-driven initiatives aligned with Rotary’s humanitarian goals.",PARTICIPATORY_ACTIVITY,Online (G-Meeet),28/01/2026,28/01/2026,District 3191,KSSEM,213238,Zone Ashwa,Manoj B,manojbkssem@gmail.com,,,"Promoting Peace, Supporting Education","Finance and Foundation, Club Service",0,0,0,5,5,5,12,No,Yes,No,https://media.3191-2525.clubstack.tixora.space/uploads/OkvgWad-zjQFJjbgrKfqr.jpeg,https://media.3191-2525.clubstack.tixora.space/uploads/S1zqMervlkw5N7OqPQUlP.jpeg | https://media.3191-2525.clubstack.tixora.space/uploads/kIoT0SUG0FthmUti-Rk_W.jpeg | https://media.3191-2525.clubstack.tixora.space/uploads/nXQxY7CRIWRc6CUwXpSrW.jpeg,2026-02-07T17:03:53.403Z,2026-02-07T17:03:53.403Z
f05808e0-d38d-4d57-af69-26555feae4d0,"Yatharth – Beyond Myths, Beyond Stereotypes","The Rotaract Club of KSSEM, in association with the Rotaract Club of YCCE and Rotaract District 3030, organized “Yatharth – Beyond Myths, Beyond Stereotypes” on 24 January 2026 at 8:00 PM.

The program was conducted with the objective of promoting awareness about India’s linguistic diversity and addressing prevalent myths and stereotypes related to languages.
 
The session reinforced the idea that although India is home to numerous languages, unity is achieved through understanding and mutual respect.

The discussion provided an overview of language evolution, highlighting Sanskrit as one of the earliest classical languages and explaining how many Indian languages emerged over time through Prakrits and Apabhramsha. The session also touched upon the natural exchange and influence between languages across different regions and eras.

Common misconceptions, such as the belief that mixing languages reflects weak language proficiency and the notion that learning multiple languages leads to confusion, were addressed and clarified. Participants were made aware that multilingualism enhances communication skills, cognitive development, and cultural awareness.

Engaging activities, including language-guessing exercises, were conducted using familiar phrases from various Indian languages, encouraging interaction and demonstrating the richness of India’s linguistic heritage.

Active participation from members of the Rotaract Club of KSSEM contributed to an engaging and insightful session. The collaborative initiative strengthened inter-club relations and reaffirmed a shared commitment to promoting inclusivity, unity, and social harmony.",JOINT_INITIATIVE,Online (G-Meet ),24/01/2026,24/01/2026,Rotaract Club of YCCE and Rotaract District 3030,KSSEM,213238,Zone Ashwa,Manoj B,manojbkssem@gmail.com,,,"Growing Local Economies, Promoting Peace, Supporting Education","International Service, Public Image, Professional Development, Club Service",0,0,0,30,30,5,35,No,Yes,No,https://media.3191-2525.clubstack.tixora.space/uploads/HbSjcGFF308LRNr_gYuGa.jpeg,https://media.3191-2525.clubstack.tixora.space/uploads/mFo-YK9Y2I2Mwh2fO8JzX.jpeg | https://media.3191-2525.clubstack.tixora.space/uploads/1V-oLXTOpd0Ysb67001Qh.jpeg | https://media.3191-2525.clubstack.tixora.space/uploads/8kXAc6jFoJ9ofM7pWOS99.jpeg | https://media.3191-2525.clubstack.tixora.space/uploads/Ki_FXzuEDcibESN44A3Rm.jpeg | https://media.3191-2525.clubstack.tixora.space/uploads/xCtXJrEsKs0T_nHmknpuK.jpeg,2026-02-07T16:50:51.353Z,2026-02-07T16:50:51.353Z
b6285951-e34d-4640-abe6-367917d75b2d,Bharat Gaurav – Honouring the Spirit of Bharat,"The Rotaract Club of KSSEM, in collaboration with the Rotaract Club of YCCE and in association with Rotaract District 3030, successfully organized “Bharat Gaurav – Honouring the Spirit of Bharat” on 20 January 2026 from 8:00 PM onwards .

The session aimed to celebrate India’s rich heritage and to create awareness among participants about the lives, sacrifices, and values of eminent freedom fighters and national icons who played a significant role in India’s freedom struggle and nation-building.

The program covered key personalities such as Bipin Chandra Pal, Bhagat Singh, Bal Gangadhar Tilak, Tirupur Kumaran, and Chandra Shekhar Azad, highlighting their contributions to nationalism, revolutionary movements, and social reform. The session also featured important national landmarks including Torna Fort, symbolizing the foundation of Swarajya under Chhatrapati Shivaji Maharaj, Netaji Bhawan, associated with Netaji Subhas Chandra Bose, the Jallianwala Bagh Memorial, commemorating the sacrifices of martyrs, Pathsala Village, known for its educational and cultural contributions, and the Statue of Unity, representing national unity and leadership.

The speakers briefly explained the historical significance of these leaders and landmarks, emphasizing themes of patriotism, courage, unity, leadership, and social responsibility that continue to inspire present and future generations.

An important segment focused on encouraging youth participation in nation-building by drawing inspiration from India’s glorious past and adopting values such as unity in diversity, responsible citizenship, and service to society.

Members of the Rotaract Club of KSSEM actively participated in the session and gained meaningful insights into India’s heritage and ideals. The collaborative effort strengthened inter-club bonding and reinforced a shared commitment towards promoting national pride, unity, and social responsibility.",JOINT_INITIATIVE,Online (G-Meet),20/01/2026,20/01/2026,Rotaract Club of YCCE and in association with Rotaract District 3030,KSSEM,213238,Zone Ashwa,Manoj B,manojbkssem@gmail.com,,,"Promoting Peace, Supporting Education","Public Image, Community Service, Professional Development, Club Service",0,0,0,50,50,5,55,No,Yes,No,https://media.3191-2525.clubstack.tixora.space/uploads/5ATecyrkbRdtVEQCtyHXP.jpeg,https://media.3191-2525.clubstack.tixora.space/uploads/BlxH6U78xwb3II83yMDib.jpeg | https://media.3191-2525.clubstack.tixora.space/uploads/jg5t_TbkfUp3nFKlPc3kq.jpeg | https://media.3191-2525.clubstack.tixora.space/uploads/ZO8Uhz_h891VJfMX8jDy1.jpeg | https://media.3191-2525.clubstack.tixora.space/uploads/0BhWyjdRFHTR5ojCuPkB-.jpeg | https://media.3191-2525.clubstack.tixora.space/uploads/AokuSdGTdYTAwYPR1Brb8.jpeg,2026-02-07T16:46:48.561Z,2026-02-07T16:46:48.561Z
b6adc6d0-72cb-424c-853d-c7b2709eac0a,E-Waste Awareness Webinar,"The Rotaract Club of KSSEM was delighted to collaborate with the Rotaract Club of Symbiosis Skills and Professional University (RID 3131), in association with the Rotary Club of Mumbai, to organize an E-Waste Awareness Webinar on 13 January 2026, from 3:30 PM to 4:30 PM.

The session aimed to create awareness about the growing challenge of electronic waste and to educate participants on responsible e-waste management and sustainable environmental practices in daily life. The initiative highlighted the environmental, health, and economic impacts of improper e-waste disposal.

The webinar was conducted virtually and featured a CSR Trainer from Reteck Envirotech Pvt. Ltd. (India), a company actively involved in scientific recycling and sustainable e-waste management. The speaker explained the concept of e-waste and discussed how electronic items such as mobile phones, laptops, televisions, printers, refrigerators, and other household appliances become e-waste due to rapid technological advancements and shorter product life cycles.

The resource person elaborated on the environmental consequences of improper e-waste disposal, including soil and groundwater contamination, air pollution from open burning of electronic components, and increasing landfill accumulation. The session also addressed serious health hazards caused by toxic substances such as lead, mercury, and cadmium present in e-waste.

An important segment focused on the recovery of valuable materials like gold, silver, copper, aluminum, and iron, emphasizing how proper recycling conserves resources and supports a circular economy. The session also covered key Government of India initiatives, including the E-Waste (Management) Rules, 2022, Digital India, and Swachh Bharat Abhiyan.

Members of the Rotaract Club of KSSEM actively participated and gained practical insights into responsible digital practices. The collaboration strengthened inter-club bonding and reinforced a shared commitment to environmental sustainability and social responsibility.",JOINT_INITIATIVE,Online (G-Meet),13/01/2026,13/01/2026,Rotaract Club of Symbiosis Skills and Professional University (RID 3131),KSSEM,213238,Zone Ashwa,Manoj B,manojbkssem@gmail.com,,,"Protecting The Environment, Promoting Peace","Public Image, Community Service, Professional Development, Club Service",0,0,0,60,60,4,64,No,Yes,No,https://media.3191-2525.clubstack.tixora.space/uploads/KOzenK8YzdjL-VfkWcf4b.jpeg,https://media.3191-2525.clubstack.tixora.space/uploads/6nFgILkdWl5GdHBgkelYX.jpeg | https://media.3191-2525.clubstack.tixora.space/uploads/sKBfYyUsAXGuDS_rP3DJG.jpeg,2026-02-07T16:41:23.017Z,2026-02-07T16:41:23.017Z
b6479c94-247e-4ba9-8cbe-62be14f75151,Pitch Perfect – Selling Yourself to the Corporate World,"The Rotaract Club of Bangalore Prime, RID 3191, successfully organized an interactive professional development session titled “Pitch Perfect – Selling Yourself to the Corporate World” on 30th January 2025 at 7:00 PM IST via an online platform. The session was aimed at equipping students and young professionals with essential skills to confidently present themselves in corporate and professional settings.
The session was conducted by Dr. Harshita Singh, a seasoned corporate trainer and communication expert, who delivered an engaging and insightful session focused on self-presentation, interview readiness, and effective communication. Drawing from her industry experience, she emphasized the importance of clarity, structure, and confidence while introducing oneself in interviews and group discussions.
Dr. Harshita Singh introduced participants to a simple yet impactful framework for interview self-introductions, highlighting key elements such as identifying one’s present role, core strengths, relevant experiences, and future direction. She stressed that a self-introduction should be a concise and compelling “trailer” rather than a detailed life story, enabling candidates to make a strong first impression.
The session also covered practical aspects such as structuring answers, aligning personal strengths with career goals, and communicating impact through examples from internships, projects, and achievements. Interactive discussions and live participant introductions allowed attendees to apply the concepts in real time, making the session highly engaging and practical.
Participants from diverse academic backgrounds actively took part, gaining valuable insights into how effective self-presentation can enhance performance in interviews, corporate interactions, and leadership roles. The session received an enthusiastic response, with attendees appreciating the clarity, relatability, and actionable takeaways shared during the program.
Overall, “Pitch Perfect – Selling Yourself to the Corporate World” proved to be a highly enriching and impactful session that empowered participants to communicate with confidence, structure their thoughts effectively, and present themselves professionally in the corporate world.",JOINT_INITIATIVE,Online (G-Meet),30/01/2026,30/01/2026,"Rotaract Club of Bangalore Prime, RID 3191",KSSEM,213238,Zone Ashwa,Manoj B,manojbkssem@gmail.com,,,"Promoting Peace, Supporting Education","Community Service, Professional Development, Club Service",0,0,0,46,46,4,50,No,Yes,No,https://media.3191-2525.clubstack.tixora.space/uploads/_662N3QcWNb63OrjbMp1b.jpeg,https://media.3191-2525.clubstack.tixora.space/uploads/3pvuI67fTcsNuZDJqkAbT.jpeg | https://media.3191-2525.clubstack.tixora.space/uploads/yyN5mOd6Ys23wh0k0HHBT.jpeg | https://media.3191-2525.clubstack.tixora.space/uploads/3_dWsOQMqs158p6tABw__.jpeg | https://media.3191-2525.clubstack.tixora.space/uploads/GQZiMDGsiFiNjQgMDDvD8.jpeg | https://media.3191-2525.clubstack.tixora.space/uploads/UQ8cx0B4AV9y5VepQP3Ho.jpeg,2026-02-07T16:38:47.597Z,2026-02-07T16:38:47.597Z
963d9f1a-20a1-40c8-9055-13937d2bc7f3,Parakram Pulse 2026,"The Rotaract Club of Nagpur West Illumin8 (RID 3030) successfully organized “Parakram Pulse 2026”, an engaging online quiz initiative conducted in observance of Parakram Diwas, commemorating the birth anniversary of Netaji Subhas Chandra Bose.

Parakram Pulse 2026 was designed to rekindle the spirit of patriotism and deepen awareness about India’s freedom struggle, with a special focus on the life, leadership, and ideals of Netaji Subhas Chandra Bose. The initiative aimed to encourage young minds to reflect on values such as courage, discipline, sacrifice, and unwavering commitment to the nation.

Through a thoughtfully curated online quiz hosted via Google Forms, participants were challenged on historical knowledge while being inspired to connect India’s past struggles with present-day civic responsibility. The format promoted learning in an interactive and engaging manner, ensuring both accuracy and timeliness played a key role.

The event witnessed enthusiastic participation from Rotaractors and students across clubs, fostering healthy competition and collaborative learning. Certificates of collaboration were awarded to clubs with qualifying participation, while participation certificates were provided to all valid contributors, reinforcing recognition and encouragement.

Parakram Pulse 2026 stood as a meaningful initiative by the Rotaract Club of Nagpur West Illumin8, successfully blending education with patriotism and reinforcing the importance of remembering and carrying forward the legacy of India’s freedom fighters.

The event concluded with a strong message — Parakram is not just history; it is a responsibility to uphold the values that built our nation.",JOINT_INITIATIVE,Online (Google Forms),25/01/2026,25/01/2026,Rotaract Club of Nagpur West Illumin8 (RID 3030),KSSEM,213238,Zone Ashwa,Manoj B,manojbkssem@gmail.com,,,"Promoting Peace, Supporting Education","Professional Development, Club Service",0,0,0,5,5,5,12,No,Yes,No,https://media.3191-2525.clubstack.tixora.space/uploads/xtOlaZ4iIQres6iJ1tB2m.jpeg,https://media.3191-2525.clubstack.tixora.space/uploads/HoFEnX9b7UWNjvSitPwNz.jpeg | https://media.3191-2525.clubstack.tixora.space/uploads/tpV-wje2WNTlqi3Ehl0fp.jpeg,2026-02-07T16:29:09.902Z,2026-02-07T16:29:09.902Z
b1fbec81-d86b-45a8-8391-64d4f4c3e299,The Silent Pandemic,"The Rotaract Club of Mount Carmel College, in collaboration with the Rotaract Club of Koramangala and the Rotaract Club of NMIMS, successfully organized “The Silent Pandemic”, a global awareness session on Antimicrobial Resistance (AMR) on 17th January 2026 via Google Meet.

Antimicrobial Resistance is one of the most critical yet under-discussed global health threats, often referred to as a silent pandemic. This session aimed to educate participants about the growing danger of antibiotic resistance, its long-term consequences, and the role individuals play through everyday choices such as medication misuse and overconsumption of antibiotics.

The session was led by Dr. Raksha K. Bhat, Consultant Microbiologist and Infection Control Officer at Manipal Hospitals, Millers Road, Bengaluru. With her extensive clinical expertise, she provided valuable insights into how resistant microorganisms develop, the impact of AMR on modern medicine, and the urgent need for responsible antibiotic use. Real-world examples and practical guidelines helped participants better understand prevention strategies and the importance of awareness-driven action.

The interactive nature of the session encouraged questions, discussion, and reflection, making it an engaging and informative experience for all attendees. Participants gained a clearer understanding of how AMR affects global healthcare systems and why collective responsibility is essential to prevent future health crises.

The Silent Pandemic stood as a meaningful collaborative initiative, reinforcing Rotaract’s commitment to public health awareness, education, and proactive community engagement. The event concluded with a strong message—awareness today can prevent a crisis tomorrow.",JOINT_INITIATIVE,Online (G-Meet),07/02/2026,07/02/2026,"Rotaract Club of Mount Carmel College, in collaboration with the Rotaract Club of Koramangala and the Rotaract Club of NMIMS",KSSEM,213238,Zone Ashwa,Manoj B,manojbkssem@gmail.com,,,,"Community Service, Professional Development, Club Service",0,0,0,86,86,4,90,No,Yes,No,https://media.3191-2525.clubstack.tixora.space/uploads/ZVdqd4P0n_w5kbob-v6ai.jpeg,https://media.3191-2525.clubstack.tixora.space/uploads/JG3Tw4cQ81FJwblPAiHvr.jpeg | https://media.3191-2525.clubstack.tixora.space/uploads/lI_bCx_h6WpASvI49QpjY.jpeg | https://media.3191-2525.clubstack.tixora.space/uploads/ODTwAYxDfs3gC2Fk0xgR8.jpeg | https://media.3191-2525.clubstack.tixora.space/uploads/lorc9CEJmLfd6E6f6yuQg.jpeg | https://media.3191-2525.clubstack.tixora.space/uploads/viiMVj9UqQnHt55_reSqn.jpeg,2026-02-07T16:24:28.341Z,2026-02-07T16:24:28.341Z
